1000,0.000001
2000,0.000001
3000,0.000001
4000,0.000000
5000,0.000001
6000,0.000000
7000,0.000001
8000,0.000001
9000,0.000001
10000,0.000001
11000,0.000001
12000,0.000001
13000,0.000001
14000,0.000001
15000,0.000001
16000,0.000001
17000,0.000001
18000,0.000001
19000,0.000001
20000,0.000001
21000,0.000001
22000,0.000001
23000,0.000001
24000,0.000001
25000,0.000000
26000,0.000001
27000,0.000000
28000,0.000001
29000,0.000001
30000,0.000001
31000,0.000001
32000,0.000001
33000,0.000000
34000,0.000001
35000,0.000000
36000,0.000001
37000,0.000001
38000,0.000001
39000,0.000001
40000,0.000000
41000,0.000001
42000,0.000001
43000,0.000000
44000,0.000001
45000,0.000001
46000,0.000001
47000,0.000001
48000,0.000001
49000,0.000001
50000,0.000001
51000,0.000001
52000,0.000000
53000,0.000001
54000,0.000001
55000,0.000001
56000,0.000001
57000,0.000001
58000,0.000000
59000,0.000001
60000,0.000001
61000,0.000000
62000,0.000000
63000,0.000001
64000,0.000001
65000,0.000001
66000,0.000000
67000,0.000000
68000,0.000000
69000,0.000001
70000,0.000001
71000,0.000000
72000,0.000001
73000,0.000001
74000,0.000001
75000,0.000000
76000,0.000001
77000,0.000000
78000,0.000001
79000,0.000001
80000,0.000001
81000,0.000000
82000,0.000000
83000,0.000001
84000,0.000001
85000,0.000001
86000,0.000001
87000,0.000001
88000,0.000000
89000,0.000000
90000,0.000001
91000,0.000001
92000,0.000000
93000,0.000001
94000,0.000000
95000,0.000000
96000,0.000000
97000,0.000001
98000,0.000001
99000,0.000000
100000,0.000001
